step,revolutions,blade,r_R,r_lu,chord_lu,eps_lu,twist,u_n,u_theta,u_rel,phi,alpha,Re,CL,CD,F_n,F_theta,F_L,F_D
25,0.051725,0,0.3532,45.2081,10.4902,2.6226,15.575,0.003094,-0.000045,0.035499,5.001,10.574,744000.9,1.28738,0.02263,0.016885,0.001777,0.016976,0.000298
25,0.051725,1,0.3532,45.2081,10.4902,2.6226,15.575,0.000300,-0.000045,0.035365,0.486,15.090,741180.1,1.40851,0.08203,0.018423,0.001230,0.018433,0.001074
25,0.051725,2,0.3532,45.2081,10.4902,2.6226,15.575,0.000094,-0.000044,0.035363,0.152,15.423,741154.5,1.39527,0.08545,0.018255,0.001167,0.018258,0.001118
25,0.051725,3,0.3532,45.2081,10.4902,2.6226,15.575,0.000451,-0.000046,0.035367,0.731,14.844,741238.0,1.41769,0.07567,0.018542,0.001227,0.018556,0.000990
50,0.101461,0,0.3532,45.2081,10.4902,2.6226,15.575,-0.002574,-0.000112,0.035524,-4.155,19.730,744528.0,1.09727,0.22625,0.014668,0.001930,0.014490,0.002988
50,0.101461,1,0.3532,45.2081,10.4902,2.6226,15.575,-0.001648,-0.000111,0.035468,-2.664,18.239,743354.6,1.15528,0.16469,0.015292,0.001459,0.015208,0.002168
50,0.101461,2,0.3532,45.2081,10.4902,2.6226,15.575,-0.001173,-0.000123,0.035461,-1.896,17.471,743198.8,1.25402,0.12671,0.016547,0.001120,0.016501,0.001667
50,0.101461,3,0.3532,45.2081,10.4902,2.6226,15.575,0.000603,-0.000115,0.035439,0.975,14.601,742732.5,1.42750,0.06701,0.018742,0.001200,0.018760,0.000881
75,0.151197,0,0.3532,45.2081,10.4902,2.6226,15.575,0.000379,-0.000181,0.035502,0.612,14.963,744065.4,1.41578,0.07941,0.018660,0.001247,0.018672,0.001047
75,0.151197,1,0.3532,45.2081,10.4902,2.6226,15.575,0.000384,-0.000182,0.035503,0.619,14.956,744080.0,1.41604,0.07916,0.018664,0.001246,0.018677,0.001044
75,0.151197,2,0.3532,45.2081,10.4902,2.6226,15.575,0.000358,-0.000186,0.035507,0.578,14.997,744161.0,1.41469,0.08055,0.018651,0.001251,0.018663,0.001063
75,0.151197,3,0.3532,45.2081,10.4902,2.6226,15.575,0.000374,-0.000184,0.035505,0.603,14.972,744115.5,1.41553,0.07969,0.018660,0.001248,0.018672,0.001051
100,0.200933,0,0.3532,45.2081,10.4902,2.6226,15.575,0.000195,-0.000253,0.035572,0.315,15.260,745527.6,1.40555,0.08313,0.018604,0.001203,0.018611,0.001101
100,0.200933,1,0.3532,45.2081,10.4902,2.6226,15.575,0.000189,-0.000256,0.035576,0.304,15.272,745602.0,1.40518,0.08324,0.018603,0.001201,0.018609,0.001102
100,0.200933,2,0.3532,45.2081,10.4902,2.6226,15.575,0.000204,-0.000257,0.035577,0.329,15.246,745625.5,1.40618,0.08298,0.018617,0.001206,0.018624,0.001099
100,0.200933,3,0.3532,45.2081,10.4902,2.6226,15.575,0.000179,-0.000252,0.035572,0.289,15.287,745517.5,1.40452,0.08341,0.018591,0.001198,0.018596,0.001104
125,0.250669,0,0.3532,45.2081,10.4902,2.6226,15.575,-0.000035,-0.000368,0.035687,-0.057,15.632,747935.0,1.39326,0.08661,0.018568,0.001136,0.018567,0.001154
125,0.250669,1,0.3532,45.2081,10.4902,2.6226,15.575,-0.000043,-0.000366,0.035685,-0.069,15.644,747887.3,1.39274,0.08674,0.018559,0.001133,0.018558,0.001156
125,0.250669,2,0.3532,45.2081,10.4902,2.6226,15.575,-0.000029,-0.000372,0.035691,-0.047,15.622,748022.8,1.39374,0.08649,0.018579,0.001138,0.018578,0.001153
125,0.250669,3,0.3532,45.2081,10.4902,2.6226,15.575,-0.000035,-0.000362,0.035681,-0.057,15.632,747801.9,1.39314,0.08662,0.018560,0.001136,0.018559,0.001154
150,0.300405,0,0.3532,45.2081,10.4902,2.6226,15.575,0.000214,-0.000561,0.035881,0.342,15.233,751996.6,1.41226,0.08189,0.019018,0.001217,0.019025,0.001103
150,0.300405,1,0.3532,45.2081,10.4902,2.6226,15.575,0.000214,-0.000553,0.035873,0.342,15.233,751828.7,1.41211,0.08192,0.019008,0.001217,0.019015,0.001103
150,0.300405,2,0.3532,45.2081,10.4902,2.6226,15.575,0.000208,-0.000556,0.035876,0.332,15.243,751894.0,1.41179,0.08201,0.019007,0.001215,0.019014,0.001105
150,0.300405,3,0.3532,45.2081,10.4902,2.6226,15.575,0.000196,-0.000558,0.035877,0.313,15.262,751923.2,1.41110,0.08220,0.019000,0.001211,0.019006,0.001107
175,0.350141,0,0.3532,45.2081,10.4902,2.6226,15.575,0.000341,-0.000775,0.036095,0.542,15.033,756497.3,1.42370,0.07916,0.019399,0.001263,0.019410,0.001079
175,0.350141,1,0.3532,45.2081,10.4902,2.6226,15.575,0.000289,-0.000779,0.036099,0.459,15.116,756570.5,1.42065,0.08000,0.019362,0.001246,0.019372,0.001091
175,0.350141,2,0.3532,45.2081,10.4902,2.6226,15.575,0.000319,-0.000781,0.036101,0.506,15.069,756611.3,1.42246,0.07951,0.019388,0.001256,0.019399,0.001084
175,0.350141,3,0.3532,45.2081,10.4902,2.6226,15.575,0.000326,-0.000770,0.036090,0.518,15.057,756387.0,1.42272,0.07942,0.019380,0.001258,0.019391,0.001082
200,0.399877,0,0.3532,45.2081,10.4902,2.6226,15.575,0.000439,-0.001005,0.036326,0.692,14.883,761330.1,1.43258,0.07427,0.019767,0.001264,0.019781,0.001026
200,0.399877,1,0.3532,45.2081,10.4902,2.6226,15.575,0.000459,-0.001006,0.036328,0.724,14.851,761366.1,1.43359,0.07321,0.019782,0.001261,0.019797,0.001011
200,0.399877,2,0.3532,45.2081,10.4902,2.6226,15.575,0.000482,-0.000999,0.036321,0.761,14.814,761215.5,1.43459,0.07203,0.019788,0.001257,0.019803,0.000994
200,0.399877,3,0.3532,45.2081,10.4902,2.6226,15.575,0.000465,-0.000991,0.036312,0.734,14.841,761042.6,1.43363,0.07294,0.019766,0.001260,0.019781,0.001006
225,0.449613,0,0.3532,45.2081,10.4902,2.6226,15.575,0.000386,-0.001235,0.036556,0.606,14.970,766157.2,1.43397,0.07638,0.020040,0.001280,0.020052,0.001068
225,0.449613,1,0.3532,45.2081,10.4902,2.6226,15.575,0.000629,-0.001229,0.036553,0.987,14.589,766086.8,1.44501,0.06417,0.020184,0.001245,0.020203,0.000897
225,0.449613,2,0.3532,45.2081,10.4902,2.6226,15.575,-0.001059,-0.001221,0.036555,-1.660,17.236,766138.8,1.30867,0.11343,0.018337,0.001055,0.018299,0.001586
