step,revolutions,blade,r_R,r_lu,chord_lu,eps_lu,twist,u_n,u_theta,u_rel,phi,alpha,Re,CL,CD,F_n,F_theta,F_L,F_D
25,0.051725,0,0.7428,95.0827,10.4899,2.6225,10.101,0.000278,-0.000063,0.074347,0.214,9.886,1558128.5,1.17232,0.04738,0.067793,0.002994,0.067803,0.002740
25,0.051725,1,0.7428,95.0827,10.4899,2.6225,10.101,0.000278,-0.000063,0.074347,0.214,9.886,1558130.1,1.17232,0.04738,0.067793,0.002994,0.067804,0.002740
25,0.051725,2,0.7428,95.0827,10.4899,2.6225,10.101,0.000278,-0.000063,0.074347,0.214,9.886,1558128.4,1.17232,0.04738,0.067793,0.002994,0.067803,0.002740
25,0.051725,3,0.7428,95.0827,10.4899,2.6225,10.101,0.000278,-0.000063,0.074347,0.214,9.886,1558129.0,1.17232,0.04738,0.067793,0.002994,0.067803,0.002740
50,0.101461,0,0.7428,95.0827,10.4899,2.6225,10.101,0.000387,-0.000146,0.074430,0.298,9.803,1559877.6,1.17127,0.04632,0.067880,0.003038,0.067895,0.002685
50,0.101461,1,0.7428,95.0827,10.4899,2.6225,10.101,0.000387,-0.000146,0.074430,0.298,9.803,1559877.1,1.17127,0.04632,0.067880,0.003038,0.067895,0.002685
50,0.101461,2,0.7428,95.0827,10.4899,2.6225,10.101,0.000387,-0.000146,0.074430,0.298,9.803,1559876.8,1.17127,0.04632,0.067880,0.003038,0.067895,0.002685
50,0.101461,3,0.7428,95.0827,10.4899,2.6225,10.101,0.000387,-0.000146,0.074430,0.298,9.803,1559877.1,1.17127,0.04632,0.067880,0.003038,0.067895,0.002685
75,0.151197,0,0.7428,95.0827,10.4899,2.6225,10.101,0.000499,-0.000237,0.074522,0.384,9.717,1561793.9,1.17027,0.04524,0.067984,0.003085,0.068003,0.002629
75,0.151197,1,0.7428,95.0827,10.4899,2.6225,10.101,0.000500,-0.000237,0.074522,0.384,9.717,1561794.4,1.17027,0.04524,0.067984,0.003085,0.068003,0.002629
75,0.151197,2,0.7428,95.0827,10.4899,2.6225,10.101,0.000500,-0.000237,0.074522,0.384,9.717,1561794.5,1.17027,0.04524,0.067984,0.003085,0.068003,0.002629
75,0.151197,3,0.7428,95.0827,10.4899,2.6225,10.101,0.000500,-0.000237,0.074522,0.384,9.717,1561793.6,1.17027,0.04524,0.067984,0.003085,0.068003,0.002629
100,0.200933,0,0.7428,95.0827,10.4899,2.6225,10.101,0.000590,-0.000334,0.074619,0.453,9.648,1563837.6,1.16933,0.04441,0.068105,0.003126,0.068127,0.002587
100,0.200933,1,0.7428,95.0827,10.4899,2.6225,10.101,0.000590,-0.000333,0.074619,0.453,9.648,1563837.4,1.16933,0.04440,0.068104,0.003126,0.068127,0.002587
100,0.200933,2,0.7428,95.0827,10.4899,2.6225,10.101,0.000590,-0.000333,0.074619,0.453,9.648,1563837.1,1.16933,0.04440,0.068104,0.003126,0.068127,0.002587
100,0.200933,3,0.7428,95.0827,10.4899,2.6225,10.101,0.000590,-0.000333,0.074619,0.453,9.648,1563836.8,1.16933,0.04441,0.068104,0.003126,0.068127,0.002587
125,0.250669,0,0.7428,95.0827,10.4899,2.6225,10.101,0.000485,-0.000459,0.074744,0.372,9.729,1566458.6,1.16810,0.04586,0.068265,0.003124,0.068283,0.002681
