step,revolutions,blade,r_R,r_lu,chord_lu,eps_lu,twist,u_n,u_theta,u_rel,phi,alpha,Re,CL,CD,F_n,F_theta,F_L,F_D
25,0.051725,0,0.4467,57.1780,10.4902,2.6226,14.261,0.000546,-0.000032,0.044706,0.699,13.562,936955.2,1.54173,0.03567,0.032231,0.001139,0.032243,0.000746
25,0.051725,1,0.4467,57.1780,10.4902,2.6226,14.261,0.000374,-0.000032,0.044704,0.479,13.782,936920.5,1.55100,0.03731,0.032426,0.001051,0.032434,0.000780
25,0.051725,2,0.4467,57.1780,10.4902,2.6226,14.261,0.000370,-0.000032,0.044704,0.474,13.788,936917.0,1.55122,0.03735,0.032431,0.001049,0.032438,0.000781
25,0.051725,3,0.4467,57.1780,10.4902,2.6226,14.261,0.000379,-0.000033,0.044704,0.485,13.776,936927.3,1.55073,0.03726,0.032421,0.001054,0.032429,0.000779
50,0.101461,0,0.4467,57.1780,10.4902,2.6226,14.261,0.000467,-0.000085,0.044758,0.598,13.663,938044.4,1.54646,0.03640,0.032407,0.001101,0.032417,0.000763
50,0.101461,1,0.4467,57.1780,10.4902,2.6226,14.261,0.000476,-0.000085,0.044758,0.609,13.652,938045.9,1.54600,0.03632,0.032397,0.001106,0.032407,0.000761
50,0.101461,2,0.4467,57.1780,10.4902,2.6226,14.261,0.000493,-0.000084,0.044757,0.631,13.630,938037.8,1.54504,0.03615,0.032376,0.001115,0.032387,0.000758
50,0.101461,3,0.4467,57.1780,10.4902,2.6226,14.261,0.000488,-0.000085,0.044758,0.625,13.637,938053.7,1.54533,0.03620,0.032384,0.001112,0.032394,0.000759
75,0.151197,0,0.4467,57.1780,10.4902,2.6226,14.261,0.000546,-0.000145,0.044819,0.699,13.563,939320.9,1.54268,0.03563,0.032414,0.001144,0.032426,0.000749
75,0.151197,1,0.4467,57.1780,10.4902,2.6226,14.261,0.000547,-0.000145,0.044819,0.699,13.563,939327.2,1.54268,0.03563,0.032414,0.001144,0.032426,0.000749
